campaign_ref,campaign_title,channel_type,launch_date,completion_date,allocated_budget,current_spend,total_impressions,total_clicks,conversion_count,conversion_rate,ctr_rate,avg_cpc,roi_percentage,campaign_status,target_segment,campaign_manager,ad_platform,test_variant,created_timestamp
632,Fall Social Push 2025 #632,Social Media,2025-09-22,2025-12-08,86123.82,77922.15,8003703.0,131209.0,1382.0,1.05,1.64,0.59,301.27,Completed,"Lapsed Customers, New Customers",James Miller,Instagram,Variant B,2025-09-09T00:00:00Z
633,Weekly Deals Newsletter 2024 #633,Email,2025-11-20,2026-01-30,1157.82,484.83,47165.0,2109.0,26.0,1.23,4.47,0.23,742.7,Active,"Homeowners, Gen Z 18-24",David Kim,,,2025-10-28T00:00:00Z
634,Q2 Search Campaign 2024 #634,Search,2025-03-18,2025-03-25,31260.22,4285.93,221164.0,15918.0,408.0,2.56,7.2,0.27,,Cancelled,"VIP Customers, Loyalty Members, Cart Abandoners",Amanda Lee,Google Ads,Variant A,2025-02-18T00:00:00Z
635,Brand Keywords Campaign 2023 #635,Search,2025-03-12,2025-03-30,13770.36,42.07,4880.0,461.0,39.0,8.46,9.45,0.09,,Cancelled,"Newsletter Subscribers, New Customers, Premium Shoppers",Jessica Martinez,Google Ads,,2025-03-02T00:00:00Z
636,Cyber Monday Banner Ads 2025,Display,2025-02-05,2025-04-17,89726.16,77536.54,5192728.0,5629.0,171.0,3.04,0.11,13.77,-81.4,Completed,"Social Followers, Mobile Users",Rachel Green,Google Ads,,2025-01-14T00:00:00Z
637,Fall Social Push 2024 #637,Social Media,2025-11-28,2026-03-08,53481.08,14859.09,777483.0,21027.0,118.0,0.56,2.7,0.71,,Paused,"Email Engaged, Tech Enthusiasts, Gen Z 18-24",Chris Anderson,TikTok,,2025-11-19T00:00:00Z
638,Programmatic Display 2025 #638,Display,2025-11-03,2026-01-08,67915.86,56893.41,5412601.0,43740.0,1928.0,4.41,0.81,1.3,,Paused,"Millennials 25-34, Returning Customers",Nicole Taylor,Google Ads,,2025-10-17T00:00:00Z
639,High Intent Keywords 2023 #639,Search,2025-03-25,2025-04-22,55533.35,9627.55,626748.0,37436.0,2571.0,6.87,5.97,0.26,,Cancelled,"Lapsed Customers, New Customers",Stephanie Davis,Google Ads,,2025-03-12T00:00:00Z
640,Loyalty Rewards Email 2023 #640,Email,2025-12-07,2026-03-20,7581.4,1236.1,83596.0,3973.0,278.0,7.0,4.75,0.31,,Paused,"First-Time Buyers, VIP Customers",Brian Wilson,,Control,2025-11-09T00:00:00Z
641,Customer Win-Back Email 2025 #641,Email,2025-10-07,2025-12-11,7349.13,6994.89,424614.0,25614.0,1023.0,3.99,6.03,0.27,1000.0,Completed,High LTV Customers,Brian Wilson,,,2025-09-29T00:00:00Z
642,Contextual Targeting 2024 #642,Display,2025-11-06,2026-02-16,94987.08,39238.35,2816433.0,4677.0,26.0,0.56,0.17,8.39,,Paused,"Email Engaged, Millennials 25-34",Brian Wilson,Meta Ads,,2025-10-09T00:00:00Z
643,Product Category Search 2025 #643,Search,2025-05-18,2025-06-12,10675.73,2008.96,139469.0,12172.0,792.0,6.51,8.73,0.17,,Cancelled,"Fashion Forward, VIP Customers, Millennials 25-34",Kevin Brown,Google Ads,Variant A,2025-05-02T00:00:00Z
644,Dynamic Search Ads 2023 #644,Search,2024-12-02,2025-01-01,13311.12,12114.35,1673102.0,120286.0,7728.0,6.42,7.19,0.1,1000.0,Completed,"VIP Customers, Fashion Forward, Millennials 25-34",Laura Garcia,Google Ads,,2024-11-02T00:00:00Z
645,Loyalty Rewards Email 2023 #645,Email,2026-03-06,2026-03-23,1810.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,Premium Shoppers,Brian Wilson,,Control,2026-02-14T00:00:00Z
646,Native Advertising 2024 #646,Display,2025-10-28,2026-01-23,46265.58,27486.86,1796756.0,13699.0,347.0,2.53,0.76,2.01,,Paused,"Loyalty Members, Gen Z 18-24",Laura Garcia,Google Ads,Control,2025-10-18T00:00:00Z
647,Product Showcase Social 2024 #647,Social Media,2025-09-13,2025-11-17,71458.0,69675.83,4141457.0,43523.0,1052.0,2.42,1.05,1.6,318.75,Completed,Holiday Shoppers,Kevin Brown,LinkedIn,,2025-08-25T00:00:00Z
648,Remarketing Search 2024 #648,Search,2025-11-11,2026-02-08,84231.48,44951.49,4319979.0,252930.0,12873.0,5.09,5.85,0.18,1000.0,Active,"Mobile Users, Holiday Shoppers, Social Followers",David Kim,Google Ads,,2025-11-07T00:00:00Z
649,Retargeting Display 2023 #649,Display,2026-02-10,2026-03-20,71181.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Frequent Buyers, Returning Customers",Amanda Lee,Google Ads,,2026-02-06T00:00:00Z
650,Customer Win-Back Email 2024 #650,Email,2025-02-02,2025-02-10,5323.58,650.96,35882.0,2839.0,226.0,7.96,7.91,0.23,,Cancelled,Lapsed Customers,Sarah Johnson,,,2025-01-25T00:00:00Z
651,Memorial Day Banner Ads 2024,Display,2025-09-14,2025-10-27,20057.99,17949.36,2396361.0,13546.0,462.0,3.41,0.57,1.33,125.96,Completed,"Homeowners, Tech Enthusiasts",Sarah Johnson,Meta Ads,,2025-08-26T00:00:00Z
652,Native Advertising 2025 #652,Display,2025-12-15,2026-02-28,99261.68,12675.03,1371942.0,4153.0,156.0,3.76,0.3,3.05,199.76,Active,Desktop Users,Laura Garcia,Meta Ads,,2025-12-10T00:00:00Z
653,Q1 SMS Blast 2025,SMS,2026-03-10,2026-03-30,6615.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,Mobile Users,Sarah Johnson,,,2026-02-18T00:00:00Z
654,Product Display Ads 2023 #654,Display,2025-01-28,2025-02-10,23964.22,3095.75,508154.0,3801.0,179.0,4.71,0.75,0.81,,Cancelled,"High LTV Customers, Loyalty Members, Budget Conscious",Chris Anderson,Meta Ads,Variant A,2025-01-14T00:00:00Z
655,Memorial Day Video Push 2024,Video,2025-04-07,2025-05-22,65112.22,55211.48,8341430.0,127529.0,3411.0,2.67,1.53,0.43,1000.0,Completed,Tech Enthusiasts,Amanda Lee,Google Ads,,2025-03-14T00:00:00Z
656,Loyalty Rewards Email 2025 #656,Email,2026-03-02,2026-04-10,5504.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Fashion Forward, Millennials 25-34, Premium Shoppers",James Miller,,,2026-02-11T00:00:00Z
657,Q2 Video Campaign 2025,Video,2025-06-11,2025-06-19,13628.47,499.72,37927.0,716.0,19.0,2.65,1.89,0.7,,Cancelled,Newsletter Subscribers,Laura Garcia,TikTok,,2025-05-20T00:00:00Z
658,Native Advertising 2025 #658,Display,2025-06-14,2025-08-14,13763.7,12349.51,1331508.0,10449.0,182.0,1.74,0.78,1.18,3.46,Completed,"Parents, Social Followers, Homeowners",Stephanie Davis,Google Ads,,2025-05-28T00:00:00Z
659,Loyalty Rewards Email 2023 #659,Email,2025-11-08,2026-02-24,6113.93,2417.45,183987.0,2389.0,43.0,1.8,1.3,1.01,81.17,Active,Premium Shoppers,Rachel Green,,,2025-10-12T00:00:00Z
660,Prime Day Social Campaign 2025 #660,Social Media,2025-11-06,2026-01-18,38819.74,21535.22,1101428.0,13268.0,570.0,4.3,1.2,1.62,623.32,Active,Homeowners,Brian Wilson,TikTok,,2025-10-22T00:00:00Z
661,Brand Keywords Campaign 2025 #661,Search,2025-02-18,2025-03-15,87562.31,90241.57,5571880.0,188479.0,9296.0,4.93,3.38,0.48,959.24,Completed,"Newsletter Subscribers, Social Followers",David Kim,Google Ads,,2025-02-12T00:00:00Z
662,Social Proof Campaign 2024 #662,Social Media,2025-11-24,2026-02-01,43724.04,17990.99,2393346.0,30050.0,1071.0,3.56,1.26,0.6,883.36,Active,"Millennials 25-34, Loyalty Members, Frequent Buyers",Laura Garcia,LinkedIn,,2025-11-14T00:00:00Z
663,Q3 Search Campaign 2023 #663,Search,2026-03-24,2026-06-15,32013.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,High LTV Customers,Rachel Green,Google Ads,,2026-03-21T00:00:00Z
664,Competitor Conquest 2024 #664,Search,2024-12-12,2025-01-24,51097.47,51783.7,4529506.0,347370.0,19301.0,5.56,7.67,0.15,1000.0,Completed,Gen Z 18-24,Michael Chen,Google Ads,,2024-11-27T00:00:00Z
665,High Intent Keywords 2023 #665,Search,2026-01-18,2026-04-12,25939.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Budget Conscious, Newsletter Subscribers, Fashion Forward",Emily Rodriguez,Google Ads,,2026-01-01T00:00:00Z
666,Competitor Conquest 2025 #666,Search,2024-11-23,2025-02-21,93534.3,91395.27,4786547.0,471672.0,42940.0,9.1,9.85,0.19,1000.0,Completed,Tech Enthusiasts,Andrew Thompson,Google Ads,,2024-11-16T00:00:00Z
667,Flash Sale Alert 2025 #667,Email,2025-05-10,2025-05-18,9752.1,1277.35,243937.0,13786.0,428.0,3.1,5.65,0.09,,Cancelled,Premium Shoppers,Brian Wilson,,Variant A,2025-04-21T00:00:00Z
668,Community Engagement 2025 #668,Social Media,2025-08-12,2025-09-24,4256.51,3896.62,346663.0,7162.0,113.0,1.58,2.07,0.54,203.81,Completed,"Social Followers, Returning Customers, Tech Enthusiasts",Chris Anderson,TikTok,,2025-07-24T00:00:00Z
669,Brand Keywords Campaign 2023 #669,Search,2025-11-08,2026-01-19,82289.64,58439.8,3411118.0,187455.0,10224.0,5.45,5.5,0.31,1000.0,Active,"Parents, Email Engaged, Social Followers",Laura Garcia,Google Ads,Variant B,2025-10-24T00:00:00Z
670,Memorial Day Email Blast 2025,Email,2024-11-29,2025-02-20,3326.46,2670.68,133588.0,10615.0,653.0,6.15,7.95,0.25,1000.0,Completed,"Tech Enthusiasts, Desktop Users",Laura Garcia,,,2024-11-01T00:00:00Z
671,Programmatic Display 2024 #671,Display,2025-11-17,2026-02-18,32356.83,12952.42,1761366.0,5107.0,47.0,0.92,0.29,2.54,-74.49,Active,"Parents, Homeowners, First-Time Buyers",Stephanie Davis,Google Ads,,2025-10-21T00:00:00Z
672,Winter Display Ads 2024 #672,Display,2025-10-20,2025-12-03,11807.81,11663.24,1153113.0,7136.0,189.0,2.65,0.62,1.63,82.22,Completed,"Gen Z 18-24, First-Time Buyers, Weekend Browsers",James Miller,Meta Ads,,2025-09-26T00:00:00Z
673,Cyber Monday Social Campaign 2025 #673,Social Media,2025-07-20,2025-09-09,14281.43,13585.79,1550826.0,37411.0,473.0,1.26,2.41,0.36,156.28,Completed,Gen Z 18-24,Nicole Taylor,LinkedIn,,2025-07-04T00:00:00Z
674,Influencer Partnership 2023 #674,Social Media,2025-06-07,2025-07-29,45776.52,43916.71,2410788.0,19015.0,470.0,2.47,0.79,2.31,-12.21,Completed,"High LTV Customers, Cart Abandoners, New Customers",Kevin Brown,LinkedIn,,2025-05-15T00:00:00Z
675,Streaming TV Ads 2025 #675,Video,2025-06-30,2025-07-31,20579.27,18707.97,2075458.0,35289.0,1048.0,2.97,1.7,0.53,1000.0,Completed,"VIP Customers, Email Engaged, Desktop Users",Stephanie Davis,TikTok,,2025-06-27T00:00:00Z
676,Black Friday Video Push 2024,Video,2025-11-29,2026-03-23,28622.91,5474.06,312390.0,7744.0,248.0,3.2,2.48,0.71,,Paused,Lapsed Customers,Jessica Martinez,Meta Ads,,2025-11-17T00:00:00Z
677,Flash Sale Alert 2023 #677,Email,2025-12-03,2026-03-30,6534.21,1189.94,201646.0,10551.0,684.0,6.48,5.23,0.11,,Paused,"Mobile Users, Millennials 25-34, First-Time Buyers",Kevin Brown,,,2025-11-23T00:00:00Z
678,Memorial Day Search Push 2024 #678,Search,2026-02-17,2026-04-20,22921.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Newsletter Subscribers, Social Followers, Desktop Users",Kevin Brown,Google Ads,Control,2026-01-30T00:00:00Z
679,Remarketing Search 2024 #679,Search,2025-11-24,2026-01-05,74409.43,46933.86,5096106.0,206499.0,11910.0,5.77,4.05,0.23,1000.0,Active,"Fashion Forward, First-Time Buyers, Social Followers",Emily Rodriguez,Google Ads,,2025-10-29T00:00:00Z
680,Prime Day Video Push 2025,Video,2025-09-09,2025-10-07,46096.03,46354.57,3859345.0,23073.0,362.0,1.57,0.6,2.01,-12.16,Completed,"Loyalty Members, Social Followers",Emily Rodriguez,Meta Ads,Control,2025-08-11T00:00:00Z
681,Product Category Search 2024 #681,Search,2026-02-21,2026-03-21,74579.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Mobile Users, Loyalty Members, Parents",Laura Garcia,Google Ads,,2026-01-24T00:00:00Z
682,Summer Newsletter Campaign 2025,Email,2024-11-04,2025-01-18,9788.38,9047.8,609764.0,15674.0,1250.0,7.97,2.57,0.58,1000.0,Completed,Millennials 25-34,Jessica Martinez,,,2024-10-09T00:00:00Z
683,Q1 Video Campaign 2023,Video,2025-08-19,2025-10-05,61490.01,59563.25,11047199.0,119186.0,3671.0,3.08,1.08,0.5,1000.0,Completed,"Cart Abandoners, Mobile Users, Desktop Users",Stephanie Davis,Meta Ads,,2025-08-06T00:00:00Z
684,Abandoned Cart Recovery 2023 #684,Email,2025-08-23,2025-10-14,9225.42,8394.39,448402.0,10741.0,804.0,7.49,2.4,0.78,1000.0,Completed,"Homeowners, Mobile Users, Tech Enthusiasts",Rachel Green,,,2025-08-14T00:00:00Z
685,Loyalty Rewards Email 2025 #685,Email,2025-10-31,2026-02-28,802.14,367.97,34769.0,405.0,30.0,7.41,1.16,0.91,1000.0,Active,Millennials 25-34,Stephanie Davis,,,2025-10-02T00:00:00Z
686,Fall Social Push 2023 #686,Social Media,2025-04-01,2025-06-08,79795.29,73175.47,9298868.0,61349.0,594.0,0.97,0.66,1.19,-9.34,Completed,Social Followers,Andrew Thompson,Meta Ads,,2025-03-05T00:00:00Z
687,Year End Social Campaign 2025 #687,Social Media,2025-06-07,2025-07-04,58418.27,191.96,11118.0,77.0,1.0,1.3,0.69,2.49,,Cancelled,"Desktop Users, Weekend Browsers, Returning Customers",Sarah Johnson,Meta Ads,,2025-05-09T00:00:00Z
688,Holiday Video Push 2025,Video,2025-02-28,2025-04-03,95131.46,96536.69,7703592.0,154166.0,2151.0,1.4,2.0,0.63,535.94,Completed,"Social Followers, Cart Abandoners",Kevin Brown,TikTok,,2025-02-06T00:00:00Z
689,Product Category Search 2025 #689,Search,2025-11-04,2026-01-31,3047.46,1912.88,129835.0,7721.0,685.0,8.87,5.95,0.25,,Paused,"Lapsed Customers, Email Engaged",Michael Chen,Google Ads,,2025-10-08T00:00:00Z
690,Valentine Video Push 2025,Video,2025-12-13,2026-01-30,3026.41,648.12,32952.0,606.0,15.0,2.48,1.84,1.07,,Paused,Frequent Buyers,Sarah Johnson,Meta Ads,,2025-11-23T00:00:00Z
691,Local Search Campaign 2024 #691,Search,2025-09-17,2025-10-17,6481.04,5653.13,813510.0,19260.0,1645.0,8.54,2.37,0.29,1000.0,Completed,Frequent Buyers,Kevin Brown,Google Ads,,2025-08-27T00:00:00Z
692,Loyalty SMS Campaign 2025,SMS,2026-01-14,2026-04-12,4924.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Cart Abandoners, Newsletter Subscribers",Kevin Brown,,,2026-01-02T00:00:00Z
693,Birthday Special Campaign 2023 #693,Email,2025-11-05,2026-02-08,3163.64,1393.56,87898.0,954.0,59.0,6.18,1.09,1.46,661.05,Active,Parents,Emily Rodriguez,,,2025-11-02T00:00:00Z
694,Summer Video Campaign 2024,Video,2025-11-02,2026-02-02,29226.77,15672.74,2145318.0,16665.0,669.0,4.01,0.78,0.94,806.18,Active,"Desktop Users, Premium Shoppers",James Miller,Meta Ads,,2025-10-18T00:00:00Z
695,Q2 Social Push 2025 #695,Social Media,2025-10-05,2025-12-01,41845.5,39041.96,6037649.0,165242.0,6433.0,3.89,2.74,0.24,1000.0,Completed,"Email Engaged, Newsletter Subscribers, Frequent Buyers",Nicole Taylor,Instagram,Control,2025-09-22T00:00:00Z
696,Remarketing Search 2025 #696,Search,2026-01-04,2026-03-30,46128.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Social Followers, Millennials 25-34, Lapsed Customers",Brian Wilson,Google Ads,,2025-12-06T00:00:00Z
697,Product Launch Announcement 2023 #697,Email,2025-12-06,2026-04-02,7010.23,1002.83,52491.0,2705.0,96.0,3.55,5.15,0.37,1000.0,Active,"Loyalty Members, Gen Z 18-24, Returning Customers",Andrew Thompson,,,2025-11-22T00:00:00Z
698,New Customer Welcome Kit 2024,Direct Mail,2025-03-21,2025-04-11,19314.93,1471.03,,,,,,,,Cancelled,First-Time Buyers,Nicole Taylor,,,2025-03-03T00:00:00Z
699,Retargeting Display 2025 #699,Display,2025-07-02,2025-07-20,41566.88,40887.06,2561622.0,18210.0,149.0,0.82,0.71,2.25,-34.69,Completed,Lapsed Customers,James Miller,Google Ads,,2025-06-27T00:00:00Z
700,Remarketing Search 2025 #700,Search,2025-05-31,2025-07-01,25931.68,22947.2,1804989.0,179609.0,10776.0,6.0,9.95,0.13,1000.0,Completed,Premium Shoppers,James Miller,Google Ads,,2025-05-23T00:00:00Z
701,Brand Awareness Drive 2024 #701,Social Media,2025-11-24,2026-02-18,43414.46,14963.23,1235672.0,35582.0,779.0,2.19,2.88,0.42,567.85,Active,"Frequent Buyers, Budget Conscious, New Customers",David Kim,Instagram,Control,2025-11-18T00:00:00Z
702,Valentine Banner Ads 2025 #702,Display,2024-12-20,2025-02-26,26912.89,26528.38,2953065.0,4000.0,144.0,3.6,0.14,6.63,16.94,Completed,Homeowners,Brian Wilson,Google Ads,,2024-11-21T00:00:00Z
703,New Arrivals Newsletter 2024 #703,Email,2026-03-04,2026-04-17,6941.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Tech Enthusiasts, Email Engaged, Weekend Browsers",Kevin Brown,,,2026-02-09T00:00:00Z
704,Remarketing Search 2024 #704,Search,2025-07-22,2025-08-10,77643.73,73310.49,3706395.0,221376.0,5731.0,2.59,5.97,0.33,963.77,Completed,"Desktop Users, Fashion Forward, Mobile Users",Andrew Thompson,Google Ads,,2025-06-27T00:00:00Z
705,Audience Display Campaign 2025 #705,Display,2026-03-09,2026-05-03,83539.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Weekend Browsers, Budget Conscious",Chris Anderson,Meta Ads,Control,2026-03-01T00:00:00Z
706,Product Sample Mailing 2024,Direct Mail,2025-11-18,2025-12-14,30109.69,30934.14,,,,,,,,Completed,"Newsletter Subscribers, Desktop Users",Brian Wilson,,,2025-11-13T00:00:00Z
707,Social Contest Campaign 2023 #707,Social Media,2025-12-15,2026-01-24,23785.81,6002.8,372052.0,6387.0,90.0,1.41,1.72,0.94,118.91,Active,"Cart Abandoners, Tech Enthusiasts, New Customers",James Miller,Meta Ads,,2025-12-12T00:00:00Z
708,Prime Day Banner Ads 2023 #708,Display,2025-02-23,2025-03-09,46762.44,39863.46,5402260.0,28872.0,1180.0,4.09,0.53,1.38,344.64,Completed,"Millennials 25-34, Frequent Buyers",Amanda Lee,Google Ads,Control,2025-01-26T00:00:00Z
709,Memorial Day Email Blast 2023,Email,2025-04-03,2025-05-01,7951.91,7894.33,779801.0,14154.0,1009.0,7.13,1.82,0.56,1000.0,Completed,"High LTV Customers, Mobile Users",Brian Wilson,,,2025-03-06T00:00:00Z
710,Abandoned Cart Recovery 2024 #710,Email,2025-06-04,2025-08-22,8446.97,7615.2,519232.0,39422.0,2118.0,5.37,7.59,0.19,1000.0,Completed,Frequent Buyers,Kevin Brown,,,2025-05-09T00:00:00Z
711,Audience Display Campaign 2023 #711,Display,2025-10-18,2025-11-29,63006.87,65177.12,3429728.0,32274.0,1525.0,4.73,0.94,2.02,239.68,Completed,Lapsed Customers,Brian Wilson,Google Ads,,2025-10-14T00:00:00Z
712,Tutorial Video Ads 2024 #712,Video,2026-02-20,2026-04-15,11433.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Homeowners, Tech Enthusiasts",Michael Chen,TikTok,,2026-02-13T00:00:00Z
713,Product Showcase Social 2024 #713,Social Media,2025-12-20,2026-02-18,21372.88,967.43,164165.0,4819.0,217.0,4.5,2.94,0.2,,Cancelled,"Tech Enthusiasts, New Customers, Social Followers",Andrew Thompson,Instagram,,2025-12-14T00:00:00Z
714,Abandoned Cart Recovery 2023 #714,Email,2026-02-16,2026-05-15,7616.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Gen Z 18-24, Budget Conscious",Sarah Johnson,,,2026-02-08T00:00:00Z
715,Retargeting Display 2025 #715,Display,2026-02-13,2026-03-24,89499.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"High LTV Customers, Desktop Users",Kevin Brown,Meta Ads,,2026-02-04T00:00:00Z
716,Customer Win-Back Email 2024 #716,Email,2026-01-05,2026-03-13,8029.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,Tech Enthusiasts,Kevin Brown,,Variant B,2025-12-15T00:00:00Z
717,Weekly Deals Newsletter 2024 #717,Email,2025-04-07,2025-06-15,4611.61,4276.89,246405.0,10539.0,493.0,4.68,4.28,0.41,886.57,Completed,"Tech Enthusiasts, Email Engaged",Kevin Brown,,,2025-03-24T00:00:00Z
718,Holiday Banner Ads 2024,Display,2025-07-24,2025-10-22,51560.25,54075.54,4010476.0,5605.0,102.0,1.82,0.14,9.65,-59.25,Completed,"Parents, Premium Shoppers, Budget Conscious",Jessica Martinez,Meta Ads,,2025-07-01T00:00:00Z
719,Loyalty Rewards Email 2023 #719,Email,2025-08-22,2025-09-14,9129.58,8828.91,823607.0,15876.0,743.0,4.68,1.93,0.56,1000.0,Completed,Fashion Forward,Rachel Green,,,2025-08-14T00:00:00Z
720,Remarketing Search 2023 #720,Search,2025-09-21,2025-10-02,68718.02,503.24,78769.0,3869.0,171.0,4.42,4.91,0.13,,Cancelled,"Mobile Users, Homeowners",Nicole Taylor,Google Ads,,2025-09-09T00:00:00Z
721,Customer Win-Back Email 2024 #721,Email,2025-05-19,2025-06-09,2868.78,82.54,12233.0,330.0,25.0,7.58,2.7,0.25,,Cancelled,"Budget Conscious, Loyalty Members, Newsletter Subscribers",Jessica Martinez,,,2025-05-11T00:00:00Z
722,Summer Display Ads 2023 #722,Display,2026-01-12,2026-03-19,75556.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Mobile Users, Email Engaged",David Kim,Meta Ads,,2026-01-01T00:00:00Z
723,Prime Day Search Push 2023 #723,Search,2026-02-28,2026-05-02,4780.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Newsletter Subscribers, Parents",Michael Chen,Google Ads,,2026-02-20T00:00:00Z
724,Social Contest Campaign 2025 #724,Social Media,2025-10-02,2025-10-09,77876.14,12850.8,1378941.0,22600.0,892.0,3.95,1.64,0.57,,Cancelled,"Gen Z 18-24, Tech Enthusiasts",Andrew Thompson,Instagram,,2025-09-05T00:00:00Z
725,Product Showcase Social 2024 #725,Social Media,2025-11-20,2026-01-11,31684.42,22904.53,1793415.0,13990.0,151.0,1.08,0.78,1.64,,Paused,VIP Customers,Chris Anderson,LinkedIn,,2025-11-11T00:00:00Z
726,Easter Social Campaign 2023,Social Media,2025-08-04,2025-09-04,80507.83,82755.89,5392976.0,130965.0,5913.0,4.51,2.43,0.63,1000.0,Completed,"Frequent Buyers, Newsletter Subscribers",Laura Garcia,LinkedIn,,2025-07-30T00:00:00Z
727,Prime Day Search Push 2024 #727,Search,2025-04-06,2025-05-23,7197.93,7344.25,591577.0,29186.0,730.0,2.5,4.93,0.25,1000.0,Completed,"Fashion Forward, VIP Customers, Social Followers",Brian Wilson,Google Ads,,2025-03-17T00:00:00Z
728,Abandoned Cart Recovery 2025 #728,Email,2025-09-08,2025-10-31,2314.74,2120.17,388822.0,15919.0,591.0,3.71,4.09,0.13,1000.0,Completed,"Email Engaged, Homeowners",Amanda Lee,,,2025-08-18T00:00:00Z
729,Retargeting Display 2024 #729,Display,2025-12-11,2026-01-15,87124.19,33964.44,2425658.0,21273.0,743.0,3.49,0.88,1.6,106.52,Active,"VIP Customers, Holiday Shoppers, Weekend Browsers",Chris Anderson,Google Ads,,2025-11-23T00:00:00Z
730,Competitor Conquest 2025 #730,Search,2025-06-20,2025-09-06,27347.07,26710.03,2588212.0,103375.0,7117.0,6.88,3.99,0.26,1000.0,Completed,"New Customers, Fashion Forward",Andrew Thompson,Google Ads,,2025-05-27T00:00:00Z
731,Order Update SMS 2025,SMS,2025-12-04,2026-03-05,6826.89,1462.27,76647.0,5936.0,577.0,9.72,7.74,0.25,,Paused,"Social Followers, Budget Conscious",Laura Garcia,,,2025-11-26T00:00:00Z
732,Brand Awareness Drive 2024 #732,Social Media,2025-02-26,2025-04-14,68186.81,68734.34,7504607.0,204869.0,5740.0,2.8,2.73,0.34,891.18,Completed,"Millennials 25-34, Desktop Users",Brian Wilson,LinkedIn,,2025-02-01T00:00:00Z
733,Product Showcase Social 2024 #733,Social Media,2025-04-16,2025-05-02,52458.16,42543.42,3420121.0,21049.0,605.0,2.87,0.62,2.02,254.94,Completed,"First-Time Buyers, Budget Conscious, Cart Abandoners",Laura Garcia,Instagram,,2025-04-04T00:00:00Z
734,Easter Email Blast 2024 #734,Email,2026-03-22,2026-04-29,2484.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"VIP Customers, Holiday Shoppers",James Miller,,,2026-03-12T00:00:00Z
735,Brand Awareness Display 2025 #735,Display,2025-07-25,2025-08-19,44162.23,39566.85,2148170.0,7272.0,174.0,2.39,0.34,5.44,-33.99,Completed,"Newsletter Subscribers, Frequent Buyers, Cart Abandoners",Andrew Thompson,Google Ads,,2025-07-21T00:00:00Z
736,Community Engagement 2023 #736,Social Media,2026-01-26,2026-02-24,21861.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,Frequent Buyers,Jessica Martinez,LinkedIn,Variant B,2026-01-04T00:00:00Z
